name	location	url	type	coordinates	description
Overmountain Victory National Historic Trail	Virginia - Tennessee - North Carolina - South Carolina	https://en.wikipedia.org/wiki/Overmountain_Victory_National_Historic_Trail	National historic and scenic trails	36.348720; -82.210688	The Overmountain Victory National Historic Trail (OVHT) is part of the U. S.
Pony Express National Historic Trail	Missouri - California	https://en.wikipedia.org/wiki/Pony_Express_National_Historic_Trail	National historic and scenic trails	Unknown	The Pony Express was an American express mail service that used relays of horse-mounted riders.   It operated from April 3, 1860, to October 26, 1861, between Missouri and California.
Potomac Heritage National Scenic Trail (official unit)	Virginia - Maryland - Pennsylvania - Washington, D.C.	https://en.wikipedia.org/wiki/Potomac_Heritage_National_Scenic_Trail	National historic and scenic trails	Unknown	The Potomac Heritage Trail, also known as the Potomac Heritage National Scenic Trail or the PHT, is a designated National Scenic Trail corridor spanning parts of the mid-Atlantic region of the United States that will connect various trails and historic sites in Virginia, Maryland, Pennsylvania, and the District of Columbia.  The trail network includes 710 miles (1,140 km) of existing and planned sections,[1] tracing the natural, historical, and cultural features of the Potomac River corridor, the upper Ohio River watershed in Pennsylvania and western Maryland, and a portion of the Rappahannock River watershed in Virginia.
Santa Fe National Historic Trail	Missouri - New Mexico	https://en.wikipedia.org/wiki/Santa_Fe_National_Historic_Trail	National historic and scenic trails	38.35959264; -98.42225502	The Santa Fe Trail was a 19th-century route through central North America that connected Franklin, Missouri, with Santa Fe, New Mexico.  Pioneered in 1821 by William Becknell, who departed from the Boonslick region along the Missouri River, the trail served as a vital commercial highway until 1880, when the railroad arrived in Santa Fe.
Selma to Montgomery National Historic Trail	Alabama	https://en.wikipedia.org/wiki/Selma_to_Montgomery_National_Historic_Trail	National historic and scenic trails	Unknown	The Selma to Montgomery National Historic Trail is a 54-mile (87 km) National Historic Trail in Alabama.  It commemorates and marks the journey of the participants of the 1965 Selma to Montgomery marches in support of the Voting Rights Act.
Star-Spangled Banner National Historic Trail	District of Columbia - Maryland - Virginia	https://en.wikipedia.org/wiki/Star-Spangled_Banner_National_Historic_Trail	National historic and scenic trails	39.26306; -76.58167	"The Star-Spangled Banner National Historic Trail is a National Historic Trail that commemorates the Chesapeake Campaign of the War of 1812.   The 560-mile (900 km) trail was named after ""The Star-Spangled Banner,"" the national anthem of the United States."
Trail of Tears National Historic Trail	Tennessee - Oklahoma	https://en.wikipedia.org/wiki/Trail_of_Tears#Landmarks_and_commemorations	National historic and scenic trails	Unknown	Unknown
Washington-Rochambeau National Historic Trail	Massachusetts - Virginia	https://en.wikipedia.org/wiki/Washington%E2%80%93Rochambeau_Revolutionary_Route	National historic and scenic trails	Unknown	The Washington–Rochambeau Revolutionary Route is a 680-mile  (1,090 km) series of roads used in 1781 by the Continental Army under the command of George Washington and the Expédition Particulière under the command of Jean-Baptiste de Rochambeau during their 14-week march from Newport, Rhode Island to Yorktown, Virginia.  4,000 French and 3,000 American soldiers began the march.
Andersonville National Cemetery	Georgia	https://en.wikipedia.org/wiki/Andersonville_National_Historic_Site	National cemeteries	32.19833; -84.13000	The Andersonville National Historic Site, located near Andersonville, Georgia, preserves the former Andersonville Prison (also known as Camp Sumter), a Confederate prisoner-of-war camp during the final fourteen months of the American Civil War.  Most of the site lies in southwestern Macon County, adjacent to the east side of the town of Andersonville.
Andrew Johnson National Cemetery	Tennessee	https://en.wikipedia.org/wiki/Andrew_Johnson_National_Cemetery	National cemeteries	36.15556; -82.83778	Unknown
Antietam National Cemetery	Maryland	https://en.wikipedia.org/wiki/Antietam_National_Battlefield	National cemeteries	39.47028; -77.73806	Antietam National Battlefield is a National Park Service-protected area along Antietam Creek in Sharpsburg, Washington County, northwestern Maryland.  It commemorates the American Civil War Battle of Antietam that occurred on September 17, 1862.
Battleground National Cemetery	Washington, D.C.	https://en.wikipedia.org/wiki/Battleground_National_Cemetery	National cemeteries	38.97083; -77.02639	Battleground National Cemetery is a military burial ground, located along Georgia Avenue near Fort Stevens, in Washington, D. C.
Chalmette National Cemetery	Louisiana	https://en.wikipedia.org/wiki/Chalmette_National_Cemetery	National cemeteries	29.94111; -89.98806	Chalmette National Cemetery is a United States National Cemetery located within Jean Lafitte National Historical Park and Preserve in Chalmette, Louisiana.  The cemetery is a 17.5-acre (7.1 ha) graveyard adjacent to the site that was once the battleground of the Battle of New Orleans, which took place at the end of the War of 1812.
Custer National Cemetery	Montana	https://en.wikipedia.org/wiki/Little_Bighorn_Battlefield_National_Monument	National cemeteries	45.57028; -107.42750	Little Bighorn Battlefield National Monument preserves the site of the June 25 and 26, 1876, Battle of the Little Bighorn, near Crow Agency, Montana, in the United States.  It also serves as a memorial to those who fought in the battle: George Armstrong Custer's 7th Cavalry and a combined Lakota-Northern Cheyenne and Arapaho force.
Fort Donelson National Cemetery	Tennessee	https://en.wikipedia.org/wiki/Fort_Donelson_National_Battlefield	National cemeteries	36.48722; -87.86083	Fort Donelson National Battlefield preserves Fort Donelson and Fort Heiman, two sites of the American Civil War Forts Henry and Donelson Campaign, in which Union Army Brigadier General Ulysses S.  Grant and Flag Officer Andrew Hull Foote captured three Confederate forts and opened two rivers, the Tennessee River and the Cumberland River, to control by the Union Navy.
Fredericksburg National Cemetery	Virginia	https://en.wikipedia.org/wiki/Fredericksburg_and_Spotsylvania_National_Military_Park	National cemeteries	38.29306; -77.46917	Fredericksburg and Spotsylvania National Military Park is a unit of the National Park Service in Fredericksburg, Virginia, and elsewhere in Spotsylvania County, commemorating four major battles in the American Civil War: Fredericksburg, Chancellorsville, The Wilderness, and Spotsylvania..
Gettysburg National Cemetery	Pennsylvania	https://en.wikipedia.org/wiki/Gettysburg_National_Cemetery	National cemeteries	39.81722; -77.23194	Gettysburg National Cemetery is a United States national cemetery in Gettysburg, Pennsylvania created for Union casualties from the Battle of Gettysburg in the American Civil War.  The Battle of Gettysburg, which was fought between July 1 to 3, 1863, resulted in the largest number of casualties of any Civil War battle but also was considered the war's turning point, leading ultimately to the Union victory.
Poplar Grove National Cemetery	Virginia	https://en.wikipedia.org/wiki/Poplar_Grove_National_Cemetery	National cemeteries	37.16000; -77.42833	Poplar Grove National Cemetery is near Petersburg, Virginia, and is managed as part of Petersburg National Battlefield..
Shiloh National Cemetery	Tennessee	https://en.wikipedia.org/wiki/Shiloh_National_Cemetery	National cemeteries	35.13667; -88.34056	Shiloh National Military Park preserves the American Civil War Shiloh and Corinth battlefields.   The main section of the park is in the unincorporated town of Shiloh, about nine miles (14 km) south of Savannah, Tennessee, with an additional area located in the city of Corinth, Mississippi, 23 miles (37 km) southwest of Shiloh.
Stones River National Cemetery	Tennessee	https://en.wikipedia.org/wiki/Stones_River_National_Cemetery	National cemeteries	35.87611; -86.43083	Stones River National Battlefield, a 570-acre (2.3 km2) park along the Stones River in Rutherford County, Tennessee, three miles (5 km) northwest of Murfreesboro and twenty-eight miles southeast of Nashville, memorializes the Battle of Stones River.  This key battle of the American Civil War occurred on December 31, 1862 and January 2, 1863, and resulted in a strategic Union victory.
Vicksburg National Cemetery	Mississippi	https://en.wikipedia.org/wiki/Vicksburg_National_Cemetery	National cemeteries	32.36528; -90.84222	Vicksburg National Military Park preserves the site of the American Civil War Battle of Vicksburg, waged from March 29 to July 4, 1863.  The park, located in Vicksburg, Mississippi  (flanking the Mississippi River), also commemorates the greater Vicksburg Campaign which led up to the battle.
Yorktown National Cemetery	Virginia	https://en.wikipedia.org/wiki/Yorktown_National_Cemetery	National cemeteries	37.21889; -76.51750	Colonial National Historical Park is a large national park located in the Hampton Roads region of Virginia.   Operated by the National Park Service of the United States government, it protects and interprets several sites relating to the Colony of Virginia and the history of the United States more broadly.
Aleutian World War II National Historic Area (affiliated area)	Alaska	https://en.wikipedia.org/wiki/Aleutian_World_War_II_National_Historic_Area	Other NPS protected areas and administrative groups	53.88889; -166.52722	The Aleutian World War II National Historic Area is a U. S.
Catoctin Mountain Park	Maryland	https://en.wikipedia.org/wiki/Catoctin_Mountain_Park	Other NPS protected areas and administrative groups	39.63444; -77.45000	Catoctin Mountain Park, located in north-central Maryland, is part of the forested Catoctin Mountain ridge−range that forms the northeastern rampart of the Blue Ridge Mountains, in  the Appalachian Mountains System..
Claymont High School (affiliated area of Brown v. Board of Education National Historical Park)	Delaware	https://en.wikipedia.org/wiki/Brown_v._Board_of_Education_National_Historical_Park	Other NPS protected areas and administrative groups	39.03806; -95.67639	Brown v.  Board of Education National Historical Park was established in Topeka, Kansas, on October 26, 1992, by the United States Congress to commemorate the landmark decision of the U.
